Id,Categoria de Informação,Classe maior,Sub-classe maior,Classe menor,Nomenclatura Greencloud,Nomenclatura PEDEA,INDE,Fonte,Coluna atributo,Módulos de gráficos,Chave Rótulo,Link Drive (SHP),Link Drive (KML)
159,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Atividades esportivas,1200_CE_triatlon_2021_pto,Prática - Triatlon (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/16raUuHYpSKAeai7oX9AnFfqI9RLT-j9t?usp=share_link,https://drive.google.com/drive/folders/1L4dnes-F6U0ZVtJfLBfs2fzG6XxhQJoq?usp=share_link
160,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Atividades esportivas,1200_CE_trilhas_2021_pto,Prática - Trilhas (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1T_W-CLiFhYfX515AD3dRR_XPGJIHuMs3?usp=share_link,https://drive.google.com/drive/folders/1Rgw1ctAnHLRFkqr02rDyG7B9RxCsdxhX?usp=share_link
161,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Atividades esportivas,1200_CE_vela_2021_pto,Esportes naúticos - Vela (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/16XYeVdYdBvZQawgME0cv_wFd_NwMh_YI?usp=share_link,https://drive.google.com/drive/folders/1C0t6V-Py8lR4SiLsiHDgTlVnF0cyepoU?usp=share_link
162,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Atividades esportivas,1200_CE_volei_2021_pto,Prática - Volei (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1a3t45j4GrYzUTmnu9HdaWLzS5bGu3lYF?usp=share_link,https://drive.google.com/drive/folders/117Q6hun9XmwuhfNSAXqUQ5dKEpKJ1v0Z?usp=share_link
163,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Atividades esportivas,1200_CE_windsurf_2021_pto,Esportes naúticos - Windsurf (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/12xLqP9WDx__97n0cRqD3cmmykUyqZvhJ?usp=share_link,https://drive.google.com/drive/folders/1iWWZQF8fAY4r7WlOeonVnWWF-QSv1n5s?usp=share_link
164,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Atividades esportivas,1200_CE_yoga_2021_pto,Prática - Yoga (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1E2OkgP4WNJyxTBMtbe3PctDtCYgE5ER1?usp=share_link,https://drive.google.com/drive/folders/1fXUasC5uqLr0NYqj6dLM4KuXztJRLSUC?usp=share_link
165,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Cabos e tubulações submarinas,1200_CE_cabos_submarino_2021_lin,Cabos Submarinos (GITHUB_2021),,GITHUB,name,,,https://drive.google.com/drive/folders/1ujZDFILGfaP5MWEFgcx2n1apFZPHWBXS?usp=share_link,https://drive.google.com/drive/folders/1tvSRVnyofnd68fnTTnFZk6w0CcJaOczq?usp=share_link
166,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Cabos e tubulações submarinas,1200_CE_tubulacoes_dessalinizacao_2021_lin,Tubulações Dessalinização (CAGECE_2021),,CAGECE,nome,Sim,,https://drive.google.com/drive/folders/110Q7uAOL3KIk_7cqEstWkmDV7ervf7An?usp=share_link,https://drive.google.com/drive/folders/1OCwh_vk0o4iT3saxup5Ph5g5epsxC4hT?usp=share_link
167,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Cabos e tubulações submarinas,1200_CE_tubulacoes_emissarios_2021_lin,Tubulações Emissários (CAGECE_2021),,CAGECE,nome,Sim,,https://drive.google.com/drive/folders/15zUCtdG3o8aO1sNU01BKf-P-rqGV8NeX?usp=share_link,https://drive.google.com/drive/folders/1So1KzLX4G6VfwK5NMdi0FJT_faiECRmo?usp=share_link
168,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Dutos,1200_CE_historico_blocos_ofertados_epe_2020_pol,Blocos de petróleo e gás (EPE_2020),,EPE,atrat_merc,Sim,,https://drive.google.com/drive/folders/1ED_fHr_X3XpMZEmAK6qSGfIg4XLng2cp?usp=share_link,https://drive.google.com/drive/folders/1S94tYGeS1KG0BqLgAwWl0k4DEee2iG3-?usp=share_link
169,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Estações maregráficas,1200_CE_estacoes_maregraficas_2022_pto,Estações Maregráficas (CHM_BNDO_2022),,CHM,Simbologia não categorizada por atributo,Sim,,,
170,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Estaleiros,1200_CE_estaleiros_2021_pol,Estaleiros (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1iEHV1KDD62hQazhPW1at9T4n3H8cJ27f?usp=share_link,https://drive.google.com/drive/folders/1iKjGHP-z4vvoh0Mxw62nSFoAH5lr51e-?usp=share_link
171,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Instalações portuárias,1200_CE_instalacoes_portuarias_2021_pol,Instalações Portuárias (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/15NrhKdJdWgwkwkgBpeICm9kKieKJDmwc?usp=share_link,https://drive.google.com/drive/folders/1xAVnNUqr7Y7FPICmEAsZqkQqcC7qYylB?usp=share_link
172,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Instalações portuárias,1200_CE_portos_2021_pto,Portos marítmos (MINFRA_2021),,MINFRA,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1XJnJ1Fnt1KJj3He9o6YD1JuU8oAWrxc3?usp=share_link,https://drive.google.com/drive/folders/1OO_HMFcCMJ01PtiXXTqN4xPeL9XgAZCD?usp=share_link
173,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Potencial para atividades de mergulho,1200_CE_mergulho_autonomo_2017_pto,Mergulho autônomo (Atlas Naufrágios_2017),,Atlas Naufrágios,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1gH-DQ1VNIXKQsUeU5uMRohIUAN5BXhxW?usp=share_link,https://drive.google.com/drive/folders/1n0X2u9BK0fSIeHbUS6H63tgnfF8O1Wf-?usp=share_link
174,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Potencial para atividades de mergulho,1200_CE_mergulho_livre_2021_pto,Mergulho livre (Atlas Naufrágios_2017),,Atlas Naufrágios,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1gH-DQ1VNIXKQsUeU5uMRohIUAN5BXhxW?usp=share_link,https://drive.google.com/drive/folders/1cCjKQP10LePFtnZRa02yq3i7qETethhX?usp=share_link
175,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Potencial para geração de energia marinha / costeira,1200_CE_aerogeradores_offshore_2022_pto,Aerogeradores offshore - em licenciamento (IBAMA_2022),,IBAMA,nome,Sim,,https://drive.google.com/drive/folders/1hxmJcX-jspEKPjGOgGhXtRuRlJ2F3q0b?usp=share_link,https://drive.google.com/drive/folders/16Sc1wN_oe8Z3DWEzZuvKVqUoILDBSEkY?usp=share_link
176,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Potencial para geração de energia marinha / costeira,1200_CE_aerogeradores_onshore_2019_pto,Aerogeradores onshore (ANEEL_2019),,ANEEL,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1Agg4RVCvZ4R_0P6302GlW-sB7-dovQKU?usp=share_link,https://drive.google.com/drive/folders/1B9-hggQvGsUcqSyAdpZwXRYWtcFMc_N0?usp=share_link
177,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Potencial para geração de energia marinha / costeira,1200_CE_cabos_eolicas_offshore_2022_lin,Cabeamentos eólicas offshore (IBAMA_2022),,IBAMA,nome,Sim,,https://drive.google.com/drive/folders/1I36JB9GwqyyaTquG8LUy7OLF_0Yk5FBe?usp=share_link,https://drive.google.com/drive/folders/1fDRpDt4TgfDXJXr2rMh5AcJUapdnbTCQ?usp=share_link
178,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Potencial para geração de energia marinha / costeira,1200_CE_usina_eolica_offshore_2022_pol,Usinas eólicas offshore - em licenciamento (IBAMA_2022),,IBAMA,nome,Sim,,https://drive.google.com/drive/folders/18sOllaWLvOF6JdJQHndT-G3Zf-Ikh1qn?usp=share_link,https://drive.google.com/drive/folders/1wrNTGnkRF2-6edBoDKs9eMtPMU8wfF3L?usp=share_link
179,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial de marinas e garagens náuticas,1200_CE_marinas_garagens_nauticas_2021_pol,Marinas e garagens naúticas (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1G6kpa45rYQXtob1p3Lxh5zEXuP6uTyed?usp=share_link,https://drive.google.com/drive/folders/168CwPSbPTpsrSJIq38hpY7AFTjq8zK1d?usp=share_link
180,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial de pesca,1200_CE_currais_pesca_2015_pto,Currais de pesca (UECE_2015),,UECE,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1hyWjPQV1qeW_fJo13OB_TcBLInWsU7x0?usp=share_link,https://drive.google.com/drive/folders/1E4_sTxehyLhU7sDA-Zfxpa5C2prATeZB?usp=share_link
181,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial de pesca,1200_CE_desembarque_lagosta_2021_pto,Desembarque de lagosta (Labomar-UFC_2021),,Labomar-UFC,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/19Wobe_R09kjKXOy8_W_9es5ykgqN-cgS?usp=share_link,https://drive.google.com/drive/folders/1_A6iDwC2cqIp15vDq7szchvpFRLWjBa5?usp=share_link
182,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial de pesca,1200_CE_lagosta_2021_pto,Lagosta (UFC/UECE_2010-2015),,UFC/UECE,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1RdVmr-w4G4xW7qDMoo9oDTzoy0lZ85Ir?usp=share_link,https://drive.google.com/drive/folders/153E2FWJrB0i2n5rE8Ek22ciE08n9jQkD?usp=share_link
183,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial de pesca,1200_CE_lagostas_2021_pol,Lagosta Espécies Fases (CCMA_2021),,CCMA,especie,Sim,,https://drive.google.com/drive/folders/1E-DbqCp8pi8UzG9dhSLhMufgAhEL1pa0?usp=share_link,https://drive.google.com/drive/folders/1Rt9Oe3z9oHrP5sFrb6dweO-8zkMm6lnu?usp=share_link
184,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial de pesca,1200_CE_pesca_artesanal_2020_pto,Pesca artesanal (Labomar-UFC_2020),,Labomar-UFC,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1tAo8K3O801AhFOOgv6eEKHGJ5onxXtTQ?usp=share_link,https://drive.google.com/drive/folders/1T6yEC5xwW0E9ZCSv3rru3JwDbwyoheTo?usp=share_link
185,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para Aquicultura e Maricultura,1200_CE_algicultura_2007_pol,Algicultura (SAP_2007),,SAP,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1TMSTIcbUORO62SOljgOPn576yDAoZrDj?usp=share_link,https://drive.google.com/drive/folders/1JCgKW7IIghDBNV_w2rvue5nMMKEkbDtA?usp=share_link
186,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para Aquicultura e Maricultura,1200_CE_cartas_SAO_aquicultura_2004_pto,Cartas SAO - Aquicultura (MMA_2004),,MMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1qfKRCSlNtP2fOVl6zAjmTfUMqAshL2RS?usp=share_link,https://drive.google.com/drive/folders/1W-Q8CdBnN7shTDsiOjp73aDhfIgbZIYN?usp=share_link
187,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para Aquicultura e Maricultura,1200_CE_fazendas_camarao_2007_pto,Carcinicultura (SAP_2007),,SAP,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1GRJBNXh-qWJ-XjIvzr2jRmgEiRzxACuO?usp=share_link,https://drive.google.com/drive/folders/1O7R2oDMKV6NqXaCtzZ8riGU1vSkg8-NA?usp=share_link
188,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para Aquicultura e Maricultura,1200_CE_maricultura_2015_pol,Maricultura (UECE_2015),,UECE,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1zomp7wevrILRYmissW3O-eLM23c76knk?usp=share_link,https://drive.google.com/drive/folders/1gFFWM7u-Mk1sS0lnq-d0zEgwFgDN05Nt?usp=share_link
189,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para Aquicultura e Maricultura,1200_CE_ocorrencia_ostra_2007_pto,Cultivo de ostras (SAP_2007),,SAP,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1yBi7cRxT_7Dw8KuuEyh-N7spay0gRW-G?usp=share_link,https://drive.google.com/drive/folders/1sAn5lTM47gjpLFB9qFbilp-93nQhP36b?usp=share_link
190,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para Aquicultura e Maricultura,1200_CE_piscicultura_2007_pol,Piscicultura (SAP_2007),,SAP,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1aqgHEZGMe_PuimwB7NNKw10DYaO7R_Vf?usp=share_link,https://drive.google.com/drive/folders/1iEWuMzBek9DyayiH4JocKHsMG1cCZSWm?usp=share_link
191,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para extração de Petróleo e Gás,1200_CE_plataformas_petroleo_2019_pto,Plataformas de petróleo (MB_2019),,MB,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1BQlxa2Su0XkkXruq9H_Y7wYXa_ccezs2?usp=share_link,https://drive.google.com/drive/folders/1mHJBnAYDCbfrO_2_hw2WZ09cP6wvHOf1?usp=share_link
192,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para o Turismo Náutico,1200_CE_area_potencial_turismo_nautico_2021_pol,Áreas de turismo naútico (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1AOwLE997sO5m_2Y_0LBXzXV619WuLJx0?usp=share_link,https://drive.google.com/drive/folders/1oDBiha1dTtYg7m7sKhXoc1gvk9EFye6C?usp=share_link
193,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para o Turismo Náutico,1200_CE_barco_passeio_2021_pto,Passeios de barco (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1A76VEOenNlPT4V6yaRYM-nyhM6RESHIM?usp=share_link,https://drive.google.com/drive/folders/1fqQicrNtg6-CACDzeNe7I86wEceUVzO-?usp=share_link
194,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para o Turismo Náutico,1200_CE_passeio_jangada_2021_pto,Passeio de jangada (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1wn0Xw50KGMItcQg2h-hew9SdVDznJZtZ?usp=share_link,https://drive.google.com/drive/folders/1YA8bpK888LvjpxVQpyeepm78ZUKrFWvK?usp=share_link
195,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Presença e potencial para usinas de dessalinização,1200_CE_usinas_dessalinizacao_2021_pol,Usinas dessalinização (Prefeituras_2021),,Prefeituras,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1ldJtXK51zvq1Z91fv8fFODtgS_25mpif?usp=share_link,https://drive.google.com/drive/folders/1eA6efh62nAjlWnDeJx62Cg7H09rzJ0x5?usp=share_link
196,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Rotas marítimas,1200_CE_linhas_cabotagem_2017_lin,Linhas de cabotagem (MINFRA_2017),,MINFRA,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1rLK_wKBhqeywPIffcyVXxTWKDGMIQpZo?usp=share_link,https://drive.google.com/drive/folders/1xoKPZsipVyeYWwlHPNmmdaYCnO7iY9nc?usp=share_link
197,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Rotas marítimas,1200_CE_rotas_embarcacoes_2021_lin,Rotas embarcações (CCMA_2019),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1GdNlMlBKzuEaY6JkNehoApXAWx-etRsl?usp=share_link,https://drive.google.com/drive/folders/1lAhqDZ6g0AXdvxbLDXYTQX0HsNWHtwQJ?usp=share_link
198,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Rotas turísticas,1200_CE_rotas_turisticas_2021_lin,Rotas turísticas (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1tm3O4gndiMJR-z7hMZ-U5fkXHdKXQnlJ?usp=share_link,https://drive.google.com/drive/folders/1d1TQrkhwYIIGM2N4W6lwt0sv71Lvw0dk?usp=share_link
199,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Terminais de container,1200_CE_terminal_containers_2021_pol,Terminais containers (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1jw4yZ-nT5aIVdkm8rakcJvimurmCjxjr?usp=share_link,https://drive.google.com/drive/folders/1BT2To-upUFn8dXYpJUqFS3WAoSLx_Y6A?usp=share_link
200,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Usos e Atividades,Usina de Hidrogênio verde,1200_CE_hidrogenio_verde_2021_pto,Usinas hidrogênio verde (CCMA_2021),,CCMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1XDKbcSfJspL33QeYnoxASkAukcx5vWS5?usp=share_link,https://drive.google.com/drive/folders/1Ep29LrS_m0O_Ha6R4issfLosRY_Bz2oh?usp=share_link
201,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Ambientes recifais,1200_CE_recifes_naturais_2017_pto,Recifes Naturais (Labomar-UFC_2017),,Labomar-UFC,ponto,,,https://drive.google.com/drive/folders/1Nb4Qq3FSxKjf0Vbs3GDx7CUEdpqJTAAR?usp=share_link,https://drive.google.com/drive/folders/1eVqwfSfAaCXmUq3HwD79t-OFSZK_Hy9L?usp=share_link
202,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Áreas e rotas de Aves,1200_CE_aves_limicolas_2021_pto,Aves Limícolas (AQUASIS_2021),,AQUASIS,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1XoRuObBoKo4Rh1jkL1PQPGH3lJrc8O4v?usp=share_link,https://drive.google.com/drive/folders/1fPoaseLfMt32EBbgtragYp7JXXqtLZmg?usp=share_link
203,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Áreas e rotas de Cetáceos,1200_CE_encalhes_cetaceos_2016_pto,Encalhes Cetáceos (SIMMAM_2016),,SIMMAM,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1jDnXksNDyn4fOrOZ1XUvl8yylhefSLKV?usp=share_link,https://drive.google.com/drive/folders/1xYwjTiKSkUTqfkI2SkLN-sr3u1nWGv28?usp=share_link
204,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Áreas e rotas de Sirênios,1200_CE_encalhes_sirenios_2016_pto,Encalhes Sirênios (SIMMAM_2016),,SIMMAM,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1Bh_31W3iDVfB9DQ5XFe4xfbkI3sFJzL-?usp=share_link,https://drive.google.com/drive/folders/1hqNCZdPK-irReQJnAuldkkfh7ECSRdgf?usp=share_link
205,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Áreas espécies exóticas,1200_CE_especies_exoticas_2022_pto,Áreas espécies exóticas (Labomar-UFC_2022),,Labomar-UFC,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1gJ7Eu-KoBk_SFzOJQsgF869Et-MNRoIo?usp=share_link,https://drive.google.com/drive/folders/1Q37MVshnMAjYQA64D9fBX_YehFzetzM7?usp=share_link
206,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Desova e berçário,1200_CE_ninhos_tartaruga_marinha_2021_pto,Ninhos de Tartarugas Marinhas (VERDELUZ_2021),,VERDELUZ,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1C42YlWtO2ou9meXEtgyYNv3Yzk1MBtp2?usp=share_link,https://drive.google.com/drive/folders/1gKYn_sJRI4ow2k9hgy-a6ZxsWchPk1Oy?usp=share_link
207,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Larvas ictioplancton ,1200_CE_ictioplancton_larvas_2017_pto,Larvas ictioplancton (Labomar-UFC_2017),,Labomar-UFC,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/143KQuPlOTroMllFrTQJFownXXwm0Tj37?usp=share_link,https://drive.google.com/drive/folders/1te4cRKjPIayv7sQzwCgGK_rqI0dhn4L7?usp=share_link
208,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Ovos ictioplancton,1200_CE_ictioplancton_ovos_2017_pto,Ovos ictioplancton (Labomar-UFC_2017),,Labomar-UFC,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/16fwxN7NIxrIIecxvRJKDJ5cEjW0z7vVm?usp=share_link,https://drive.google.com/drive/folders/1J-jaN1kDERIcUWKzE2o8mBRcXHiRqWoa?usp=share_link
209,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Potencial para o Carbono Azul,1200_CE_veg_mangue_2018_pol,Vegetação mangue (IBAMA_2018),,IBAMA,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1Kj6boHf8qCF22_JSDU1tUqxGGF-_7rpe?usp=share_link,https://drive.google.com/drive/folders/1z09-itPgbbOEiD0nnL6R3oFP7sqesHeb?usp=share_link
210,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Presença de algas calcáreas,1200_CE_algas_calcareas_bentonicas_2004_pto,Algas calcáreas bentônicas (UFRGS_2004),,UFRGS,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/18WjIS2gnhxiWqN4OaOlmcCc57lY5c-Aq?usp=share_link,https://drive.google.com/drive/folders/1ifM7O736tMEPkRTtFjd579WAhqFlKuCQ?usp=share_link
211,Instrumentos e Projetos Territoriais,Atlas Digital Costeiro e Marinho do Ceará,Vida Costeira e Marinha,Zooplancton Foco Copepoda,1200_CE_zooplancton_copepoda_2017_pto,Zooplancton Foco Copepoda (Labomar-UFC_2017),,Labomar-UFC,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1eE9Ed4rU9tady6BZTn7IJFrfm2FhNhdZ?usp=share_link,https://drive.google.com/drive/folders/1O1jBjoo0WVUcwuvLd1c_lOzoRrUt5Nx8?usp=share_link
212,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Certificação Praia Limpa,,1206_CE_certificacao_plimpa_2010_pol,Municípios certificados - 1º Edição (SEMA_2010),Faltando,SEMA,classifica,,,https://drive.google.com/drive/folders/1A3BNhdikZbfLSvw5KXfjZ9fKgGNZV8Or?usp=share_link,https://drive.google.com/drive/folders/1OTRSPCw9C8NB2nyLEgGSO5b9qO6furSq?usp=share_link
213,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Certificação Praia Limpa,,1206_CE_certificacao_plimpa_2018_pto,"Municípios certificados - 2º, 3º e 4º Edição (SEMA_2018)",Faltando,SEMA,edic4_2018,,,https://drive.google.com/drive/folders/18xYJ8coJKn4A5Jwb6iQs6KhodHTkn3k8?usp=share_link,https://drive.google.com/drive/folders/1710zeHYhptT-mA51Xyq3ON7AzDEq4tXw?usp=share_link
214,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Programa Selo Verde,,1206_CE_comdema_2021_pol,Condema (SEMA_2021),Faltando,SEMA,comdemas ,,,https://drive.google.com/drive/folders/1ku5X0nA_hPz3X0I65saNT86sp1EKYlLI?usp=share_link,https://drive.google.com/drive/folders/1xapHNvKs0uV4a4-ki7unxmUKqHZrU_W6?usp=share_link
215,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Programa Selo Verde,,1206_CE_selo_verde_2004_2010_pol,Selo Verde (SEMA_2010),Faltando,SEMA,cert_2010,,,https://drive.google.com/drive/folders/1HGFyYrRlb-kURHvl0diKUBtcICohxWOA?usp=share_link,https://drive.google.com/drive/folders/13eXwRzoKwUag6ugWFN8E-B4vZMqBiYD-?usp=share_link
216,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Programa Selo Verde,,1206_CE_selo_verde_2011_2022_pol,Selo Verde (SEMA_2022),Faltando,SEMA,cert_2022,,,https://drive.google.com/drive/folders/1ciWSTQfYIpO1CAkopQgkiSSJFEBhUzet?usp=share_link,https://drive.google.com/drive/folders/1EA6mLZ4tN1HVPz2WMKG6zIdltJswpRkt?usp=share_link
217,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_municipios_pgi_orla_maritima_2021_pol,Municípios com Plano de Gestão Integrada da Orla Marítima - PGI (SEMA_2021),Faltando,SEMA,gestao_pra,,,https://drive.google.com/drive/folders/1SzVvAFcdt_G6V4XYCBGPTm3eBS7_MXaV?usp=share_link,https://drive.google.com/drive/folders/1-3pYetCiTvP8WnGYBu-J3GaJ6qhgAi9o?usp=share_link
